Application mode,Course,Daytime/evening attendance,Admission grade,Tuition fees up to date,Scholarship holder,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
39,8014,0,151.5,0,0,0,6,0,0,5,0,0.0,Dropout
43,9500,1,126.8,1,1,18,23,20,18,23,20,13.5,Graduate
1,9254,1,140.8,1,0,0,6,6,0,10,5,12.2,Enrolled
1,9500,1,125.6,1,0,0,7,7,0,11,7,11.34714286,Graduate
1,9147,1,127.8,1,0,0,5,3,0,7,3,11.33333333,Dropout
43,171,1,120.0,1,0,0,0,0,0,0,0,0.0,Enrolled
1,9070,1,131.3,1,1,1,6,6,1,6,5,12.4,Graduate
39,9991,0,155.7,1,0,0,5,5,0,6,5,14.83333333,Graduate
53,9003,1,128.5,1,0,7,12,10,5,14,11,12.18181818,Graduate
39,9147,1,170.0,1,0,0,5,5,0,5,5,14.8,Graduate
39,9003,1,100.0,0,0,4,10,4,1,8,1,12.0,Dropout
39,9670,1,107.2,1,0,0,6,0,0,0,0,0.0,Dropout
18,9147,1,139.3,1,0,0,5,0,0,0,0,0.0,Dropout
17,9147,1,123.2,1,0,0,5,3,0,12,2,12.5,Enrolled
1,9254,1,122.3,1,1,0,6,6,0,6,6,12.5,Graduate
17,9773,1,127.9,1,0,0,6,3,0,13,4,10.25,Enrolled
1,9147,1,120.3,1,0,0,5,5,0,13,2,13.5,Enrolled
51,8014,0,128.5,0,0,2,8,4,5,16,7,10.42857143,Dropout
39,9003,1,150.0,1,0,0,6,6,0,11,5,12.5,Graduate
1,9773,1,136.1,1,1,0,6,6,0,6,6,14.0,Graduate
39,9773,1,128.0,1,0,0,6,6,0,6,6,13.66666667,Graduate
1,171,1,158.1,1,1,0,0,0,0,0,0,0.0,Graduate
1,8014,0,108.7,1,0,0,6,6,0,6,6,12.5,Graduate
39,171,1,110.0,1,1,0,0,0,0,0,0,0.0,Dropout
39,9238,1,120.0,1,0,0,6,2,0,10,1,15.0,Dropout
44,9085,1,150.0,1,0,2,6,6,1,16,5,13.375,Graduate
39,8014,0,113.0,1,0,0,6,3,0,6,6,13.33333333,Graduate
51,33,1,118.6,1,0,14,21,20,10,18,14,11.64285714,Graduate
39,9500,1,148.8,1,1,0,7,6,0,9,7,13.07142857,Graduate
18,9853,1,120.3,1,0,0,6,0,0,0,0,0.0,Dropout
1,9500,1,127.0,1,1,0,8,7,0,8,7,13.58571429,Graduate
1,9556,1,113.8,1,0,0,7,7,0,10,8,11.425,Graduate
39,8014,0,108.0,1,1,1,7,6,1,7,5,12.0,Graduate
17,171,1,129.1,1,1,0,0,0,0,0,0,0.0,Graduate
43,9070,1,135.9,1,0,9,14,14,7,13,13,13.61538462,Graduate
10,9773,1,154.4,0,0,0,6,5,0,0,0,0.0,Dropout
15,9500,1,190.0,1,0,0,7,4,0,10,5,12.42,Enrolled
17,9500,1,132.5,1,0,0,7,7,0,8,8,13.0625,Graduate
10,9085,1,163.3,1,0,0,6,6,0,12,6,12.0,Graduate
1,9670,1,122.5,1,0,0,6,6,0,8,5,12.8,Dropout
17,9119,1,121.0,1,0,0,5,4,0,14,1,10.0,Enrolled
17,9070,1,131.8,1,1,0,6,6,0,9,4,12.0,Graduate
1,9500,1,135.0,1,1,0,8,7,0,8,7,12.21428571,Graduate
17,9254,1,141.7,1,1,0,6,6,0,6,6,13.0,Graduate
1,9773,1,131.3,1,1,0,6,6,0,6,6,13.5,Graduate
1,9254,1,123.9,1,1,0,6,6,0,6,6,13.0,Graduate
1,9254,1,126.1,1,0,0,6,6,0,6,6,11.16666667,Graduate
17,9500,1,126.5,1,1,0,7,7,0,9,7,13.08571429,Graduate
17,9853,1,107.3,1,0,0,6,0,0,0,0,0.0,Dropout
17,9238,1,95.0,1,1,0,6,6,0,7,0,0.0,Dropout
1,9085,1,116.1,1,0,0,6,6,0,12,3,11.0,Graduate
1,9070,1,134.6,1,1,0,6,6,0,6,6,12.83333333,Dropout
17,9500,1,128.0,1,1,0,7,7,0,8,8,13.65625,Graduate
17,9773,1,144.2,1,0,0,6,6,0,7,6,14.28571429,Graduate
17,9147,1,129.5,1,1,0,5,5,0,12,4,12.625,Graduate
17,9773,1,116.8,1,0,0,6,6,0,6,6,12.33333333,Graduate
44,9003,1,160.0,1,1,0,6,6,0,10,6,13.2,Graduate
16,9238,1,127.1,1,1,0,6,3,0,7,6,11.0,Graduate
17,9130,1,126.3,1,1,0,6,6,0,8,6,13.0,Enrolled
1,9238,1,112.9,1,1,0,6,6,0,8,6,13.14285714,Graduate
17,9853,1,130.2,1,0,0,6,5,0,7,4,10.75,Enrolled
43,9130,1,100.0,1,0,0,5,5,0,7,5,15.14285714,Enrolled
1,9670,1,121.6,1,0,0,6,6,0,6,6,15.83333333,Graduate
15,9670,1,130.0,1,0,0,6,6,0,9,5,13.0,Graduate
18,9130,1,121.7,1,1,0,5,4,0,5,5,12.4,Graduate
7,9147,1,120.0,1,0,2,5,2,0,5,0,0.0,Dropout
1,9853,1,143.5,1,1,0,7,6,0,6,0,0.0,Dropout
17,9556,1,128.3,1,1,0,7,7,0,8,8,14.75,Graduate
17,9070,1,111.9,1,0,0,6,0,0,0,0,0.0,Dropout
44,9003,1,140.0,1,0,0,6,3,0,14,4,11.5,Enrolled
1,9773,1,137.6,1,0,0,6,6,0,7,6,14.33333333,Graduate
1,9238,1,135.0,1,0,0,6,6,0,6,6,11.83333333,Graduate
1,9500,1,133.8,1,0,0,8,8,0,9,8,13.2325,Graduate
1,9773,1,126.9,1,1,0,6,6,0,6,6,14.16666667,Graduate
17,9254,1,106.7,1,1,0,6,2,0,6,0,0.0,Dropout
43,8014,0,145.7,1,0,8,16,15,11,13,11,12.27272727,Graduate
17,9070,1,153.1,1,1,0,6,6,0,6,6,14.33333333,Enrolled
1,8014,0,118.7,1,0,0,6,6,0,6,6,11.5,Graduate
17,9991,0,161.8,1,0,0,5,2,0,5,0,0.0,Dropout
18,9119,1,124.9,1,0,0,5,3,0,9,3,11.33333333,Enrolled
1,9119,1,150.8,1,0,0,5,4,0,11,2,10.5,Enrolled
15,9147,1,130.0,1,0,0,5,4,0,6,5,11.4,Graduate
1,171,1,163.6,1,0,0,0,0,0,0,0,0.0,Enrolled
43,9147,1,115.0,1,0,0,5,5,0,9,2,10.66666667,Enrolled
1,9773,1,136.8,1,0,0,6,6,0,6,6,13.5,Dropout
17,9853,1,130.9,1,0,0,6,6,0,8,5,12.6,Graduate
1,9500,1,127.0,1,0,0,8,8,0,8,8,13.07375,Graduate
39,9500,1,120.0,1,0,0,7,2,0,9,0,0.0,Dropout
1,9238,1,126.0,1,0,0,6,1,0,10,0,0.0,Enrolled
1,9254,1,153.8,1,1,0,6,6,0,6,6,13.33333333,Graduate
15,9238,1,140.0,1,0,0,6,6,0,7,6,13.42857143,Graduate
17,9500,1,136.6,1,1,0,7,7,0,9,8,14.78888889,Graduate
39,8014,0,105.0,1,0,0,6,3,0,9,5,11.2,Enrolled
39,9147,1,139.4,1,0,0,5,5,0,8,5,12.2,Enrolled
1,9773,1,140.0,1,1,0,6,6,0,6,6,14.66666667,Graduate
1,9500,1,130.8,1,0,0,8,8,0,9,8,14.4025,Graduate
1,9500,1,138.8,1,0,0,7,7,0,8,8,16.3875,Graduate
1,9238,1,110.0,1,0,0,6,6,0,6,6,14.16666667,Graduate
1,9500,1,127.8,1,0,0,7,6,0,7,6,14.98333333,Graduate
16,9773,1,134.2,1,1,0,6,6,0,6,6,13.0,Graduate
39,8014,0,143.0,1,0,5,9,9,3,7,7,14.14285714,Graduate
44,9085,1,120.0,1,0,0,6,4,0,14,3,11.0,Dropout
1,9254,1,113.2,1,0,0,6,2,0,11,1,10.0,Dropout
17,9500,1,135.8,1,0,0,7,6,0,7,6,13.98333333,Graduate
1,9238,1,143.5,1,0,0,6,6,0,6,6,12.83333333,Graduate
1,9238,1,148.9,1,1,0,6,6,0,6,6,13.0,Graduate
39,9003,1,115.6,0,0,0,6,0,0,8,0,0.0,Dropout
1,9147,1,159.3,1,0,0,5,5,0,5,5,15.4,Graduate
39,9991,0,138.5,1,0,0,5,4,0,9,4,11.25,Enrolled
1,9853,1,133.2,1,0,0,6,6,0,7,6,13.66666667,Graduate
17,8014,0,117.6,1,0,0,6,5,0,7,6,12.0,Graduate
18,9147,1,108.7,1,0,0,5,3,0,9,3,12.66666667,Enrolled
1,9147,1,106.0,1,0,0,5,2,0,14,1,11.0,Enrolled
17,9853,1,122.6,1,0,0,6,3,0,11,2,10.5,Dropout
1,9853,1,127.4,1,0,0,6,5,0,7,5,12.2,Enrolled
39,9003,1,100.0,1,0,0,6,0,0,6,0,0.0,Dropout
1,9853,1,95.0,0,0,0,7,6,0,8,6,13.16666667,Enrolled
7,9147,1,130.0,1,0,4,9,9,3,18,10,11.61538462,Graduate
39,9556,1,122.8,1,0,0,7,6,0,8,8,11.675,Dropout
17,9147,1,115.0,1,0,0,5,2,0,9,1,12.0,Enrolled
17,9070,1,145.9,1,1,0,6,6,0,6,6,12.16666667,Graduate
1,9070,1,143.0,1,0,0,6,5,0,8,5,12.2,Dropout
43,171,1,100.0,1,1,0,0,0,0,0,0,0.0,Dropout
17,9085,1,121.3,1,0,0,5,2,0,8,4,12.0,Enrolled
17,9853,1,121.2,1,0,0,6,5,0,7,5,12.0,Enrolled
17,9853,1,125.1,1,1,0,6,6,0,8,5,12.8,Dropout
17,9254,1,112.9,1,0,0,6,4,0,11,3,11.33333333,Enrolled
1,9238,1,120.8,1,0,0,6,6,0,7,6,12.83333333,Graduate
1,9085,1,114.0,0,0,0,5,0,0,8,0,0.0,Dropout
17,9238,1,132.1,1,0,0,6,2,0,11,1,13.0,Dropout
44,9085,1,160.0,1,0,0,5,3,0,8,5,12.0,Graduate
10,9085,1,134.0,1,0,2,5,5,0,10,5,12.2,Graduate
1,9773,1,124.2,1,0,0,6,5,0,7,6,13.14285714,Dropout
17,9254,1,115.6,1,0,0,6,6,0,8,4,12.75,Graduate
43,9991,0,128.2,1,0,3,8,3,2,7,2,10.0,Dropout
17,9500,1,132.8,1,0,0,7,6,0,9,8,13.75555556,Graduate
17,9773,1,123.1,1,0,0,6,4,0,7,4,12.25,Graduate
1,9130,1,125.6,1,0,0,5,5,0,6,5,15.83333333,Graduate
39,9991,0,115.0,1,0,0,5,0,0,8,0,0.0,Dropout
1,9119,1,123.6,1,0,0,5,5,0,9,3,13.0,Dropout
1,9130,1,141.7,0,0,0,6,5,0,11,4,13.0,Dropout
17,9853,1,139.0,1,1,0,6,5,0,13,0,0.0,Dropout
17,9254,1,118.0,1,1,0,6,5,0,7,5,12.8,Graduate
17,9853,1,142.0,1,1,0,6,6,0,7,5,12.4,Dropout
44,9238,1,143.4,1,1,3,6,6,2,7,6,12.57142857,Graduate
42,9070,1,115.9,1,0,9,10,9,7,17,10,11.9,Enrolled
1,9070,1,105.1,1,1,0,6,6,0,6,6,11.83333333,Graduate
51,8014,0,138.0,1,1,13,13,11,9,11,10,12.6,Graduate
43,9991,0,114.7,1,0,2,2,2,1,1,1,11.0,Dropout
1,9773,1,130.5,1,0,0,6,6,0,6,6,12.0,Graduate
39,9991,0,134.3,1,0,0,5,0,0,7,1,12.0,Dropout
1,9500,1,137.5,1,0,0,7,7,0,9,8,14.38888889,Graduate
1,9500,1,125.3,1,0,0,7,7,0,7,7,12.2,Enrolled
1,9147,1,111.3,1,1,0,5,4,0,10,4,11.75,Enrolled
39,9991,0,144.8,1,0,0,5,4,0,7,5,14.33333333,Enrolled
39,9991,0,152.1,1,0,0,5,2,0,12,1,12.0,Dropout
17,9254,1,126.1,1,0,0,6,4,0,12,0,0.0,Dropout
43,9500,1,136.0,1,0,0,8,8,0,9,8,12.55375,Graduate
1,9500,1,124.3,1,0,0,8,7,0,8,7,12.66571429,Graduate
1,9670,1,129.9,1,0,0,6,6,0,8,4,13.0,Enrolled
39,9556,1,136.1,1,0,0,7,2,0,10,0,0.0,Dropout
1,9254,1,115.1,0,0,0,6,3,0,14,0,0.0,Dropout
16,171,1,143.6,1,0,0,0,0,0,0,0,0.0,Graduate
17,9147,1,115.8,1,0,0,5,5,0,6,5,12.2,Graduate
1,171,1,149.0,1,0,14,17,17,15,20,17,12.11764706,Graduate
39,9119,1,100.0,1,0,0,5,0,0,0,0,0.0,Dropout
1,9773,1,133.4,1,1,0,6,6,0,8,6,11.5,Graduate
17,9670,1,122.8,1,0,0,6,3,0,9,0,0.0,Dropout
39,9991,0,151.2,1,0,0,5,4,0,11,3,13.5,Dropout
39,9003,1,137.0,1,0,1,6,5,1,11,5,13.83333333,Graduate
1,171,1,118.0,1,0,0,0,0,0,0,0,0.0,Dropout
43,9070,1,126.4,1,0,5,7,7,3,11,7,12.14285714,Enrolled
44,9003,1,130.0,0,0,0,6,4,0,15,2,12.0,Dropout
43,8014,0,112.5,1,0,6,13,6,2,11,2,13.5,Dropout
1,9500,1,118.3,1,0,0,8,5,0,12,5,12.002,Dropout
1,9500,1,121.4,1,0,0,7,5,0,9,8,13.22222222,Enrolled
7,9003,1,140.0,0,0,0,6,5,1,9,1,11.0,Dropout
1,9670,1,109.0,1,1,0,6,6,0,8,6,14.16666667,Graduate
39,9147,1,110.0,1,0,0,5,0,0,5,0,0.0,Dropout
17,9500,1,119.8,1,0,0,8,7,0,11,7,13.86714286,Graduate
39,9500,1,130.0,1,0,0,8,6,0,11,6,12.675,Graduate
16,171,1,167.3,1,0,0,0,0,0,0,0,0.0,Graduate
17,9853,1,111.9,1,1,0,6,6,0,7,6,12.5,Enrolled
1,171,1,136.0,1,0,0,0,0,0,0,0,0.0,Dropout
1,9254,1,124.0,1,1,0,6,6,0,6,5,12.2,Dropout
39,9991,0,132.9,1,0,0,5,4,0,11,4,11.33333333,Dropout
39,9773,1,154.0,1,0,0,6,5,0,6,6,14.16666667,Graduate
1,9500,1,115.0,0,0,0,7,4,0,7,4,11.575,Dropout
39,9991,0,96.0,0,0,0,5,0,0,5,0,0.0,Dropout
39,9991,0,168.2,1,0,0,5,5,0,6,5,14.16666667,Graduate
39,9773,1,140.0,0,0,0,6,2,0,12,4,12.25,Dropout
17,9070,1,137.4,1,0,0,6,6,0,8,6,13.125,Graduate
39,9991,0,150.0,0,0,0,5,2,0,5,1,11.0,Dropout
39,9500,1,100.5,1,0,0,8,7,0,8,7,11.63571429,Enrolled
39,8014,0,148.5,1,0,0,6,4,0,5,0,0.0,Dropout
17,9119,1,123.3,1,0,0,5,4,0,11,5,11.28571429,Enrolled
39,9991,0,138.7,1,0,0,5,5,0,6,5,13.66666667,Graduate
1,9254,1,117.2,1,0,0,6,3,0,9,1,11.0,Dropout
39,9991,0,114.3,1,0,0,5,3,0,8,4,12.5,Enrolled
17,9670,1,125.3,1,1,0,6,4,0,10,6,11.55555556,Graduate
1,9254,1,97.0,1,0,0,6,6,0,8,4,11.25,Enrolled
42,9556,1,140.0,1,0,0,7,0,0,13,2,13.15,Dropout
43,9991,0,124.0,1,0,1,5,5,0,7,5,15.4,Graduate
44,9003,1,140.0,1,0,0,6,0,0,7,0,0.0,Enrolled
39,9991,0,127.0,1,0,0,5,5,0,5,5,16.8,Graduate
43,9500,1,110.0,1,0,11,14,12,11,26,12,12.52608696,Graduate
39,9500,1,170.0,1,0,0,7,6,0,11,0,0.0,Dropout
7,9991,0,120.0,0,0,0,5,0,0,5,1,10.0,Dropout
17,9085,1,130.0,1,0,0,5,3,0,8,3,10.66666667,Graduate
7,9003,1,130.0,1,0,0,6,0,0,10,0,0.0,Dropout
1,9119,1,122.5,1,0,0,5,5,0,9,3,12.0,Enrolled
51,9147,1,115.7,1,0,0,5,5,0,7,3,10.0,Enrolled
42,9119,1,120.0,0,0,0,4,0,0,5,0,0.0,Dropout
1,9119,1,166.0,1,0,0,5,0,0,5,0,0.0,Enrolled
17,9773,1,132.8,0,0,0,6,2,0,0,0,0.0,Dropout
17,9147,1,100.0,1,0,0,5,4,0,10,2,11.0,Dropout
1,9147,1,121.8,1,0,0,5,5,0,10,4,13.5,Graduate
17,9147,1,109.5,1,1,0,5,5,0,8,4,11.6,Graduate
1,9003,1,138.3,1,0,0,6,6,0,6,6,15.16666667,Graduate
1,9773,1,131.6,1,1,0,6,6,0,6,6,11.5,Graduate
39,9500,1,125.3,1,0,0,7,4,0,9,6,13.5,Enrolled
39,9254,1,101.5,0,0,0,6,0,0,6,0,0.0,Dropout
17,9670,1,109.1,0,0,0,6,4,0,9,4,13.4,Enrolled
44,9070,1,123.9,1,0,2,7,5,5,10,8,12.75,Dropout
1,9500,1,143.0,1,0,0,8,7,0,8,7,13.4,Graduate
1,171,1,126.3,1,0,0,0,0,0,0,0,0.0,Dropout
42,9003,1,113.3,1,0,0,6,1,0,6,0,0.0,Dropout
17,9119,1,119.9,1,0,0,5,0,0,5,0,0.0,Dropout
44,9003,1,140.0,1,0,0,6,3,0,14,4,11.2,Dropout
17,9670,1,108.0,1,0,0,5,0,0,5,0,0.0,Enrolled
39,9147,1,100.0,1,0,0,5,3,0,5,1,14.0,Dropout
1,9130,1,132.4,1,0,0,5,4,0,5,5,13.4,Graduate
1,9147,1,137.1,1,0,0,5,0,0,5,0,0.0,Dropout
5,9070,1,138.1,1,0,0,6,6,0,8,6,14.125,Graduate
39,9556,1,130.0,1,0,0,7,7,0,15,7,12.04285714,Enrolled
17,9254,1,109.7,1,0,0,6,5,0,6,6,15.66666667,Graduate
43,8014,0,128.2,0,0,0,6,0,0,12,0,0.0,Dropout
1,9147,1,117.8,1,1,0,5,2,0,10,0,0.0,Dropout
43,9130,1,150.0,1,0,0,6,6,0,12,5,12.8,Graduate
39,9085,1,160.0,1,0,0,6,6,0,7,6,16.66666667,Dropout
1,9500,1,104.5,1,1,0,7,5,0,9,7,13.20714286,Graduate
39,9556,1,112.8,1,1,0,7,0,0,8,0,0.0,Enrolled
15,9670,1,100.0,1,0,2,7,7,1,8,6,14.0,Graduate
1,9500,1,132.5,1,0,0,8,7,0,8,7,14.11571429,Graduate
1,9085,1,123.3,1,1,0,6,6,0,10,6,13.11111111,Graduate
1,9085,1,128.9,1,1,0,6,6,0,10,6,13.71428571,Graduate
17,9147,1,128.3,1,0,0,5,3,0,9,4,11.75,Enrolled
43,9085,1,100.0,1,0,0,6,4,0,12,3,13.66666667,Enrolled
17,9147,1,120.1,1,1,0,5,2,0,14,2,12.0,Dropout
39,9500,1,160.0,1,1,0,8,6,0,15,6,12.415,Graduate
1,9130,1,123.0,1,0,0,5,1,0,9,2,10.5,Enrolled
44,9085,1,150.0,1,0,1,6,5,1,7,6,13.42857143,Graduate
17,9500,1,124.0,1,1,0,8,7,0,8,7,14.31285714,Graduate
39,9085,1,120.0,0,0,0,6,6,0,7,5,14.5,Enrolled
1,9130,1,120.4,1,0,0,5,4,0,6,5,13.4,Graduate
1,9238,1,131.6,1,0,0,6,6,0,7,6,13.71428571,Graduate
1,9238,1,104.2,1,0,0,6,6,0,7,6,12.14285714,Graduate
1,9500,1,122.0,1,0,0,8,7,0,8,7,14.01428571,Enrolled
17,9238,1,110.7,1,0,0,6,2,0,13,3,13.33333333,Enrolled
1,9773,1,121.7,1,1,0,6,5,0,7,5,13.6,Graduate
1,9500,1,126.0,1,0,0,7,6,0,7,6,15.4,Graduate
17,9500,1,128.4,1,1,0,7,7,0,8,8,15.925,Graduate
1,9130,1,134.9,1,0,0,6,6,0,10,4,11.0,Dropout
17,9147,1,143.9,1,0,0,5,5,0,8,5,12.0,Graduate
1,9085,1,145.0,1,1,0,5,4,0,5,5,13.6,Graduate
1,9070,1,132.0,1,1,0,6,6,0,8,6,12.375,Graduate
17,8014,0,136.1,1,0,0,6,6,0,8,6,12.0,Graduate
1,9238,1,138.9,1,0,0,6,6,0,6,6,14.5,Graduate
1,9238,1,102.0,1,1,0,6,6,0,7,6,14.57142857,Graduate
39,9254,1,123.0,0,1,0,6,6,0,7,5,11.0,Dropout
1,9853,1,137.5,1,0,0,6,6,0,8,6,13.14285714,Graduate
1,9500,1,102.2,1,0,0,7,7,0,10,6,11.80833333,Enrolled
42,9003,1,105.3,0,0,0,6,0,0,10,0,0.0,Dropout
39,9991,0,130.0,0,0,0,4,0,0,0,0,0.0,Dropout
39,9991,0,122.5,1,0,0,5,4,0,6,5,11.6,Dropout
39,9119,1,112.0,0,0,0,5,0,0,5,0,0.0,Dropout
39,9670,1,110.0,1,1,0,6,6,0,6,6,13.5,Graduate
39,8014,0,149.5,1,0,0,6,0,0,6,0,0.0,Dropout
43,9991,0,141.0,1,1,5,10,10,5,10,10,12.8,Graduate
7,9991,0,130.0,1,0,10,10,10,5,10,5,13.6,Dropout
7,9238,1,130.0,1,0,11,16,15,6,17,9,11.88888889,Graduate
39,9147,1,104.0,0,0,0,5,1,0,9,1,10.0,Dropout
44,9085,1,110.0,1,0,0,6,0,0,6,0,0.0,Dropout
44,9003,1,120.0,1,0,0,6,0,0,8,0,0.0,Enrolled
44,9003,1,130.0,1,0,0,6,4,0,13,4,12.0,Enrolled
39,9500,1,127.0,1,0,2,7,6,2,10,7,13.30625,Dropout
43,8014,0,100.0,1,0,5,9,8,3,10,6,10.83333333,Enrolled
39,8014,0,111.0,1,1,0,6,3,0,14,3,11.66666667,Enrolled
43,8014,0,130.0,1,0,8,11,10,3,7,7,13.28571429,Graduate
39,9991,0,130.1,1,0,0,5,3,0,8,3,11.25,Enrolled
16,9500,1,127.5,1,0,0,8,8,0,8,8,13.11,Graduate
7,9500,1,130.0,1,0,0,8,7,0,8,7,14.41428571,Graduate
17,8014,0,115.0,0,0,0,5,0,0,10,0,0.0,Dropout
17,9147,1,126.8,1,0,0,5,5,0,7,5,12.2,Graduate
1,9500,1,116.7,1,1,0,7,0,0,8,1,10.0,Dropout
17,9556,1,128.5,1,1,0,7,7,0,8,8,13.3125,Graduate
1,9500,1,127.5,1,0,0,8,8,0,8,8,13.045,Graduate
1,9500,1,117.5,1,0,0,8,5,0,10,5,12.858,Enrolled
42,9500,1,148.8,1,1,0,8,8,0,8,8,14.2525,Graduate
1,9500,1,120.2,1,1,0,7,5,0,9,7,11.24285714,Enrolled
1,9500,1,127.3,1,0,0,8,7,0,8,7,15.07571429,Graduate
17,171,1,136.1,1,1,0,0,0,0,0,0,0.0,Enrolled
43,9670,1,122.4,1,0,0,5,4,0,9,5,12.6,Enrolled
7,9003,1,130.0,1,0,10,17,17,8,22,12,13.21428571,Graduate
1,9238,1,121.7,1,1,0,6,5,0,7,5,11.8,Graduate
1,9500,1,122.7,1,1,0,7,7,0,10,8,13.12222222,Graduate
1,9853,1,129.2,0,0,0,6,3,0,14,1,11.0,Dropout
43,9773,1,105.0,1,0,0,6,3,0,7,2,11.0,Enrolled
1,9238,1,129.9,1,0,0,6,5,0,6,6,12.66666667,Enrolled
1,9070,1,136.3,1,1,1,6,6,0,11,6,12.375,Graduate
1,8014,0,114.9,1,0,8,11,11,3,7,7,13.42857143,Graduate
39,9773,1,102.0,1,0,0,6,3,0,15,1,12.0,Dropout
1,9670,1,111.3,1,0,0,5,3,0,7,4,11.0,Enrolled
39,9670,1,130.9,0,0,0,6,0,0,9,0,0.0,Dropout
39,171,1,100.0,1,1,0,0,0,0,0,0,0.0,Dropout
17,9147,1,112.9,0,0,0,5,2,0,13,1,11.0,Dropout
1,9085,1,112.7,1,0,0,6,6,0,8,6,14.14285714,Graduate
39,8014,0,143.0,1,0,3,9,8,2,8,7,11.57142857,Graduate
1,171,1,155.1,0,1,0,0,0,0,0,0,0.0,Graduate
39,9991,0,127.6,1,0,0,5,0,0,5,0,0.0,Enrolled
39,9500,1,146.6,1,0,0,7,7,0,8,8,12.6875,Graduate
39,9500,1,141.0,1,0,0,7,0,0,0,0,0.0,Dropout
1,9670,1,120.6,1,0,0,6,6,0,8,5,14.0,Graduate
42,9500,1,110.0,1,1,6,14,14,6,20,14,13.07285714,Graduate
42,9119,1,108.6,0,0,2,7,5,2,7,3,11.0,Dropout
1,9254,1,134.9,1,0,0,6,6,0,6,6,16.0,Graduate
44,9130,1,120.0,1,0,0,6,0,0,6,0,0.0,Dropout
1,9773,1,141.3,1,1,0,6,6,0,6,6,15.16666667,Graduate
1,9085,1,135.6,1,0,0,6,6,0,6,6,15.33333333,Graduate
1,9238,1,121.5,1,1,0,6,6,0,7,6,11.66666667,Graduate
1,9500,1,125.0,1,0,0,7,6,0,11,6,12.41666667,Graduate
18,9773,1,119.1,1,1,0,6,5,0,7,6,12.0,Graduate
1,9670,1,126.6,1,0,0,6,6,0,9,6,14.14285714,Enrolled
1,9773,1,116.7,1,1,0,6,6,0,8,6,12.66666667,Graduate
1,9500,1,120.1,1,0,0,7,4,0,8,6,12.11666667,Enrolled
1,9853,1,124.9,1,1,0,6,6,0,6,6,12.83333333,Graduate
39,9500,1,114.0,0,0,0,7,5,0,8,5,12.56,Dropout
17,9500,1,131.1,1,0,0,7,7,0,8,8,14.23125,Graduate
1,9238,1,129.3,1,1,0,6,3,0,9,4,11.25,Graduate
1,171,1,129.7,1,0,0,0,0,0,0,0,0.0,Graduate
17,9238,1,120.8,1,1,0,6,5,0,10,6,11.71428571,Graduate
1,9500,1,135.0,1,0,0,7,6,0,7,6,14.26666667,Graduate
1,9147,1,117.8,1,1,0,5,4,0,9,4,13.85714286,Enrolled
7,8014,0,130.0,1,0,8,10,9,3,7,7,12.42857143,Graduate
43,9773,1,117.6,1,0,0,6,0,0,10,3,11.0,Enrolled
18,9500,1,130.8,1,0,0,8,7,0,11,7,12.77142857,Graduate
18,9085,1,111.9,1,0,0,5,0,0,5,0,0.0,Dropout
44,9238,1,145.9,1,1,3,6,6,2,7,6,13.57142857,Graduate
17,9670,1,109.1,1,1,0,6,6,0,9,5,14.6,Enrolled
1,9500,1,120.3,1,0,0,7,5,0,8,5,13.7,Enrolled
17,9130,1,113.5,1,0,0,6,6,0,12,4,13.75,Dropout
1,9670,1,135.4,1,1,0,6,6,0,10,5,13.4,Graduate
39,9991,0,130.2,1,1,0,5,4,0,14,2,10.0,Graduate
1,9070,1,136.4,1,0,0,6,6,0,6,6,12.83333333,Enrolled
17,171,1,126.9,1,0,0,0,0,0,0,0,0.0,Dropout
17,9147,1,119.8,1,0,0,5,5,0,9,4,11.6,Graduate
17,9147,1,124.4,1,0,0,5,5,0,5,4,11.0,Enrolled
39,9003,1,120.0,0,0,1,6,6,0,9,6,12.83333333,Enrolled
1,9670,1,111.8,1,0,0,5,3,0,9,2,11.0,Enrolled
39,9085,1,130.0,1,0,0,6,6,0,10,5,13.6,Graduate
43,9147,1,138.0,1,0,12,15,12,11,13,11,13.18181818,Graduate
39,9991,0,114.6,1,0,0,5,0,0,5,0,0.0,Dropout
39,9147,1,108.0,1,0,0,5,3,0,8,5,12.2,Enrolled
39,9991,0,140.0,0,0,0,5,0,0,5,0,0.0,Dropout
1,9085,1,134.7,1,0,0,6,6,0,6,6,15.5,Graduate
39,9085,1,110.0,1,1,0,6,3,0,14,2,11.33333333,Enrolled
39,9003,1,104.8,1,0,14,19,19,11,13,13,11.38461538,Graduate
39,9070,1,126.5,1,1,1,6,6,0,9,5,12.85714286,Graduate
1,9991,0,118.1,0,0,0,5,0,0,0,0,0.0,Dropout
39,9991,0,119.9,1,0,0,5,2,0,7,3,11.0,Enrolled
44,9003,1,160.0,1,0,0,6,6,0,9,6,12.71428571,Graduate
39,9556,1,100.5,1,0,0,3,1,0,4,0,0.0,Dropout
39,9773,1,110.0,0,0,0,5,0,0,5,0,0.0,Dropout
42,9147,1,100.0,1,0,13,15,13,10,13,10,11.1,Dropout
44,9085,1,140.0,1,0,0,6,4,0,6,5,13.0,Graduate
